First_Name,EMail,Age,Gender,Location_Preferences,Latitude,Longitude,Country,City,Languages_Preferred,Last_Seen,Response_Time,Programming_and_Software_Development_off,Project_Management_off,Accounting_and_Finance_off,Marketing_and_Advertising_off,Sales_and_Customer_Service_off,Human_Resources_and_Leadership_off,Graphic_Design_and_Illustration_off,Photography_and_Photo_Editing_off,Music_instruments_Composition_and_Production_off,Writing_and_Editing_off,Arts_and_Crafts_and_DIY_Projects_off,Learning_Foreign_Languages_off,Written_and_Oral_Communication_in_Various_Languages_off,Interpretation_and_Translation_off,Computer_and_Software_Application_Operation_off,Network_Administration_and_IT_Support_off,Electronics_and_Robotics_off,Web_Design_and_Development_off,Data_Analysis_and_Visualization_off,Interpersonal_Communication_off,Conflict_Resolution_and_Mediation_off,Empathy_and_Emotional_Intelligence_off,Leadership_Skills_and_Teamwork_off,Networking_and_Relationship_Management_off,Cooking_and_Baking_off,Gardening_and_Farming_off,DIY_and_Repairs_off,Driving_and_Vehicle_Maintenance_off,First_Aid_and_Life_Saving_Techniques_off,Mathematics_and_Sciences_off,History_and_Social_Sciences_off,Literature_and_Philosophy_off,Research_Methods_and_Academic_Writing_off,Academic_Reading_and_Critique_off,Time_Management_and_Organization_off,Stress_Management_and_Mindfulness_off,Financial_Planning_and_Budgeting_off,Self_Defense_and_Personal_Safety_off,Healthcare_and_Nutrition_off,Count_Programming_and_Software_Development_off,Count_Project_Management_off,Count_Accounting_and_Finance_off,Count_Marketing_and_Advertising_off,Count_Sales_and_Customer_Service_off,Count_Human_Resources_and_Leadership_off,Count_Graphic_Design_and_Illustration_off,Count_Photography_and_Photo_Editing_off,Count_Music_instruments_Composition_and_Production_off,Count_Writing_and_Editing_off,Count_Arts_and_Crafts_and_DIY_Projects_off,Count_Learning_Foreign_Languages_off,Count_Written_and_Oral_Communication_in_Various_Languages_off,Count_Interpretation_and_Translation_off,Count_Computer_and_Software_Application_Operation_off,Count_Network_Administration_and_IT_Support_off,Count_Electronics_and_Robotics_off,Count_Web_Design_and_Development_off,Count_Data_Analysis_and_Visualization_off,Count_Interpersonal_Communication_off,Count_Conflict_Resolution_and_Mediation_off,Count_Empathy_and_Emotional_Intelligence_off,Count_Leadership_Skills_and_Teamwork_off,Count_Networking_and_Relationship_Management_off,Count_Cooking_and_Baking_off,Count_Gardening_and_Farming_off,Count_DIY_and_Repairs_off,Count_Driving_and_Vehicle_Maintenance_off,Count_First_Aid_and_Life_Saving_Techniques_off,Count_Mathematics_and_Sciences_off,Count_History_and_Social_Sciences_off,Count_Literature_and_Philosophy_off,Count_Research_Methods_and_Academic_Writing_off,Count_Academic_Reading_and_Critique_off,Count_Time_Management_and_Organization_off,Count_Stress_Management_and_Mindfulness_off,Count_Financial_Planning_and_Budgeting_off,Count_Self_Defense_and_Personal_Safety_off,Count_Healthcare_and_Nutrition_off,Sum_Skills_Off,Sum_Skills_Rec,Usability,Speed_Performance,Feature_Satisfaction,Security_Satisfaction,Customer_Support
Maurice,maurice.ramos@unitybox.de,28,Male,Remote Only,52.47928117440636,13.359106303963893,Germany,Berlin,"['Portuguese', 'Romanian']",Within a Week,Within a month,,,,,,,,,,,,Expert,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied
Michelle,michelle.lourenço@gmail.com,23,Male,Local or Remote,52.35981209028727,13.381365257030003,Germany,Berlin,"['Hindi', 'Turkish', 'Mandarin Chinese', 'Italian']",Within a Week,Within a month,,,,,,,Beginner,Beginner,Intermediate,Novice,Novice,,,,,,,,,Beginner,Beginner,Beginner,Expert,Beginner,Intermediate,Novice,Beginner,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,6.0,Neutral or Average,Neutral or Average,Satisfied,Very Dissatisfied,Satisfied
Gilberto,gilberto.akdeniz@outlook.com,27,Female,Local or Remote,52.46483223574324,13.630405736531603,Germany,Berlin,['English'],Yesterday,More than a month,Novice,Expert,Advanced,Expert,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,32.0,Satisfied,Neutral or Average,Satisfied,Neutral or Average,Dissatisfied
Nuno,nuno.kurzak@hotmail.com,24,Prefer not to say,Local or Remote,52.45176193408589,13.744766539583138,Germany,Berlin,"['Portuguese', 'French', 'Hindi', 'Bengali', 'Japanese']",Within a Week,Within a month,Novice,Beginner,Novice,Novice,Intermediate,Novice,Novice,Intermediate,Expert,Intermediate,Intermediate,Advanced,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,17.0,Very Satisfied,Dissatisfied,Satisfied,Neutral or Average,Satisfied
Victor,victor.i̇nönü@mail.com,25,Female,Local Only,52.33927532859512,13.544649371597403,Germany,Berlin,"['Russian', 'Romanian', 'Bengali', 'French', 'Italian']",Today,Within a week,,,,,,,,,,,,,,,Novice,Intermediate,Novice,Advanced,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Neutral or Average,Neutral or Average,Neutral or Average,Neutral or Average,Satisfied
Ana,ana.matejczuk@outlook.com,27,Male,Remote Only,52.59022712279355,13.233702814813984,Germany,Berlin,"['German', 'English']",Within a Week,Within a month,,,,,,,Expert,Novice,Beginner,Beginner,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,12.0,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Dissatisfied
Ivo,ivo.kalisiak@web.de,26,Female,Remote Only,52.50332108214771,13.430116087530838,Germany,Berlin,"['Polish', 'Japanese']",Within a Week,Within 24 hours,,,,,,,Intermediate,Advanced,Novice,Intermediate,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,Neutral or Average,Satisfied,Satisfied,Neutral or Average,Dissatisfied
Nuno,nuno.hande@web.de,26,Female,Local or Remote,52.50199004800186,13.577414386259376,Germany,Berlin,"['Spanish', 'German', 'Bengali']",Over a Month Ago,Within a week,Beginner,Advanced,Expert,Advanced,Beginner,Novice,Advanced,Novice,Beginner,Intermediate,Intermediate,Novice,Intermediate,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,26.0,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Neutral or Average
Almus,almus.quintanilla@1und1.de,25,Female,Local or Remote,52.5456000582615,13.582825839180089,Germany,Berlin,"['Romanian', 'Turkish', 'Russian']",Yesterday,Within a week,,,,,,,Intermediate,Novice,Novice,Beginner,Expert,Beginner,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,10.0,Very Satisfied,Neutral or Average,Neutral or Average,Very Satisfied,Very Satisfied
Jurij,jurij.freitas@t-online.de,26,Male,Local or Remote,52.508041065005074,13.625776042899073,Germany,Berlin,"['Spanish', 'German']",Within a Week,Within a week,,,,,,,,,,,,,,,Expert,Intermediate,Novice,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,Satisfied,Neutral or Average,Dissatisfied,Satisfied,Very Satisfied
Woldemar,woldemar.antoine@web.de,28,Female,Local or Remote,52.49438788782225,13.256955649297282,Germany,Berlin,"['Punjabi', 'Japanese', 'Bengali', 'Arabic']",Within a Week,Within a week,,,,,,,,,,,,,,,Intermediate,Intermediate,Beginner,Novice,Novice,Advanced,Intermediate,Expert,Advanced,Beginner,,,,,,Novice,Intermediate,Beginner,Novice,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,19.0,17.0,Neutral or Average,Neutral or Average,Satisfied,Satisfied,Neutral or Average
Çaltı,çaltı.oliveira@web.de,24,Female,Local or Remote,52.346264741998425,13.297127456502142,Germany,Berlin,"['Turkish', 'Russian', 'German', 'Punjabi']",Within a Month,Within 24 hours,,,,,,,,,,,,Advanced,Intermediate,Novice,,,,,,Novice,Novice,Novice,Novice,Novice,,,,,,,,,,,Expert,Intermediate,Expert,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,16.0,14.0,Neutral or Average,Dissatisfied,Satisfied,Satisfied,Dissatisfied
Saverio,saverio.türk@aol.com,28,Female,Local or Remote,52.41478572925421,13.206286523206382,Germany,Berlin,"['French', 'Turkish', 'Hindi']",Within a Month,Within a month,,,,,,,,,,,,,,,Expert,Novice,Expert,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,14.0,13.0,Neutral or Average,Dissatisfied,Satisfied,Dissatisfied,Very Satisfied
Adélaïde,adélaïde.walter@yahoo.com,25,Diverse,Local or Remote,52.6451903260672,13.67125798715678,Germany,Berlin,"['Italian', 'Ukrainian', 'German', 'English', 'Bengali']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,Advanced,Beginner,Beginner,Beginner,Novice,Novice,Novice,Intermediate,Intermediate,Beginner,,,,,,Expert,Novice,Expert,Advanced,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied
David,david.voisin@arcor.de,28,Male,Local or Remote,52.59932159401924,13.094481282038242,Germany,Berlin,"['Polish', 'Arabic']",Recently,Within a week,Novice,Advanced,Intermediate,Novice,Beginner,Expert,,,,,,,,,,,,,,,,,,,,,,,,Expert,Beginner,Novice,Beginner,Beginner,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,13.0,Neutral or Average,Neutral or Average,Satisfied,Very Satisfied,Very Satisfied
Ezio,ezio.barthelemy@yahoo.com,25,Female,Local or Remote,52.420145867622665,13.711463405485569,Germany,Berlin,"['Punjabi', 'English', 'Hindi', 'Italian']",Over a Month Ago,Within 24 hours,,,,,,,,,,,,,,,Novice,Advanced,Advanced,Novice,Beginner,,,,,,,,,,,Expert,Intermediate,Intermediate,Intermediate,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,27.0,28.0,Very Satisfied,Neutral or Average,Very Dissatisfied,Neutral or Average,Satisfied
Jennifer,jennifer.łodyga@hotmail.com,24,Prefer not to say,Local or Remote,52.52117232488238,13.742527427496796,Germany,Berlin,"['Russian', 'Polish', 'Punjabi', 'German']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Intermediate,Expert,Beginner,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,10.0,10.0,Neutral or Average,Neutral or Average,Satisfied,Very Dissatisfied,Satisfied
Kristian,kristian.casares@web.de,26,Diverse,Local or Remote,52.64691716037429,13.609702359775904,Germany,Berlin,"['Bengali', 'Russian', 'Hindi', 'Japanese']",Within a Month,Within 24 hours,,,,,,,,,,,,,,,Novice,Intermediate,Novice,Intermediate,Expert,Novice,Expert,Beginner,Novice,Beginner,Novice,Advanced,Novice,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,4.0,Very Satisfied,Satisfied,Neutral or Average,Neutral or Average,Satisfied
Görklü,görklü.cohen@web.de,23,Diverse,Local Only,52.652158332176136,13.687633954953377,Germany,Berlin,['Bengali'],Within a Week,Within 24 hours,,,,,,,,,,,,,,,Expert,Beginner,Expert,Intermediate,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,Neutral or Average,Satisfied,Neutral or Average,Very Satisfied,Very Satisfied
Michał,michał.maciocha@icloud.com,32,Female,Local or Remote,52.45178969204839,13.479234687422958,Germany,Berlin,"['French', 'Portuguese', 'English']",Today,Within a month,,,,,,,,,,,,,,,Novice,Beginner,Novice,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,Dissatisfied,Dissatisfied,Neutral or Average,Neutral or Average,Neutral or Average
Phillip,phillip.akçay@hotmail.com,24,Female,Local or Remote,52.656744482365625,13.759462104305484,Germany,Berlin,"['Polish', 'Italian', 'German', 'Mandarin Chinese']",Within a Week,Within a month,,,,,,,,,,,,,,,,,,,,Novice,Expert,Beginner,Expert,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,2.0,Dissatisfied,Very Satisfied,Dissatisfied,Very Satisfied,Neutral or Average
Elena,elena.nascimento@protonmail.com,26,Male,Local or Remote,52.48554419041533,13.608260138791966,Germany,Berlin,"['Mandarin Chinese', 'French', 'Hindi', 'Italian']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Advanced,Novice,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,16.0,13.0,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied
Maxi,maxi.gaspar@icloud.com,28,Female,Local or Remote,52.49227584261214,13.196941772902653,Germany,Berlin,['Turkish'],Within a Week,Within a month,,,,,,,Novice,Advanced,Beginner,Expert,Advanced,,,,,,,,,Intermediate,Beginner,Beginner,Intermediate,Novice,,,,,,Beginner,Novice,Intermediate,Novice,Novice,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,12.0,Neutral or Average,Neutral or Average,Neutral or Average,Very Satisfied,Dissatisfied
Ramadan,ramadan.charlton@hotmail.com,24,Male,Local or Remote,52.46222702544514,13.547401151853908,Germany,Berlin,"['Bengali', 'Arabic', 'Punjabi']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,Beginner,Advanced,Advanced,Novice,Novice,,,,,,,,,,,Intermediate,Novice,Beginner,Advanced,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,10.0,Satisfied,Neutral or Average,Dissatisfied,Neutral or Average,Dissatisfied
Nicole,nicole.interiano@aol.com,23,Male,Remote Only,52.50750027148592,13.681257515882775,Germany,Berlin,['French'],Within a Week,Within a week,Beginner,Intermediate,Novice,Advanced,Advanced,Expert,,,,,,,,,,,,,,,,,,,Intermediate,Novice,Intermediate,Novice,Advanced,Novice,Advanced,Intermediate,Novice,Intermediate,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Neutral or Average,Very Satisfied,Dissatisfied,Neutral or Average,Dissatisfied
Mieszko,mieszko.potter@1und1.de,27,Male,Local or Remote,52.63484971767028,13.455390761058634,Germany,Berlin,"['Mandarin Chinese', 'Polish', 'Japanese', 'English']",Within a Week,Within 24 hours,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Intermediate,Intermediate,Intermediate,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,30.0,37.0,Neutral or Average,Satisfied,Very Satisfied,Neutral or Average,Satisfied
Lilia,lilia.kulis@yahoo.com,28,Male,Remote Only,52.35702699414865,13.446331464525544,Germany,Berlin,"['Portuguese', 'Bengali', 'German', 'Japanese', 'Turkish']",Within a Week,Within a week,Novice,Novice,Expert,Beginner,Novice,Intermediate,,,,,,,,,,,,,,,,,,,Novice,Intermediate,Beginner,Novice,Beginner,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,Satisfied,Neutral or Average,Neutral or Average,Dissatisfied,Satisfied
Palmira,palmira.pompa@web.de,27,Male,Remote Only,52.35414848489211,13.435693294670036,Germany,Berlin,['Bengali'],Within a Month,Within 24 hours,,,,,,,,,,,,,,,,,,,,Advanced,Novice,Expert,Advanced,Novice,,,,,,Expert,Intermediate,Novice,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,Neutral or Average,Satisfied,Very Satisfied,Neutral or Average,Neutral or Average
Franciszek,franciszek.watson@1und1.de,26,Prefer not to say,Remote Only,52.43102604949065,13.333091184582733,Germany,Berlin,"['Romanian', 'Italian', 'Hindi', 'German', 'Polish']",Within a Week,Within a month,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Beginner,Intermediate,Advanced,Beginner,Expert,Advanced,Novice,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied
Olivier,olivier.cardoso@protonmail.com,27,Male,Local or Remote,52.42506610882258,13.491769823781814,Germany,Berlin,['Italian'],Today,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Expert,Advanced,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,1.0,Neutral or Average,Satisfied,Very Satisfied,Satisfied,Very Dissatisfied
Hans Georg,hans georg.bell@1und1.de,28,Female,Local or Remote,52.441213029892886,13.595270054559805,Germany,Berlin,['Polish'],Within a Week,Within a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Advanced,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,Neutral or Average,Very Satisfied,Satisfied,Neutral or Average,Satisfied
Arkadiusz,arkadiusz.jagiełka@outlook.com,25,Female,Local or Remote,52.34863869446933,13.259765574982705,Germany,Berlin,"['Mandarin Chinese', 'Italian', 'Bengali', 'Japanese', 'Punjabi']",Within a Month,Within a week,Expert,Beginner,Beginner,Advanced,Expert,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,Satisfied,Very Satisfied,Neutral or Average,Neutral or Average,Very Satisfied
Valeria,valeria.meyer@arcor.de,26,Female,Local or Remote,52.549991270105686,13.712573747069252,Germany,Berlin,"['Portuguese', 'Polish']",Yesterday,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Expert,Novice,Beginner,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,23.0,23.0,Dissatisfied,Neutral or Average,Neutral or Average,Dissatisfied,Neutral or Average
Cebrián,cebrián.nogieć@icloud.com,26,Female,Local or Remote,52.56442183732393,13.660613377559107,Germany,Berlin,"['Russian', 'Arabic', 'Ukrainian', 'Italian', 'Punjabi']",Today,Within a week,,,,,,,,,,,,,,,Expert,Advanced,Novice,Novice,Advanced,,,,,,,,,,,Advanced,Novice,Beginner,Novice,Novice,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,22.0,25.0,Satisfied,Satisfied,Neutral or Average,Neutral or Average,Very Satisfied
Helena,helena.chambers@mail.com,30,Female,Local or Remote,52.49794061949878,13.243653703310152,Germany,Berlin,"['German', 'Italian', 'Romanian', 'Punjabi']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Beginner,Novice,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Neutral or Average,Very Dissatisfied,Neutral or Average,Very Satisfied,Very Satisfied
Miłosz,miłosz.alexandre@zoho.com,24,Diverse,Local or Remote,52.64181595231713,13.18431207028364,Germany,Berlin,"['English', 'Italian']",Recently,Within a month,,,,,,,,,,,,,,,Intermediate,Expert,Novice,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,22.0,19.0,Satisfied,Neutral or Average,Very Dissatisfied,Dissatisfied,Dissatisfied
Adam,adam.ungaretti@outlook.com,27,Diverse,Remote Only,52.43671925308042,13.519409745304408,Germany,Berlin,"['English', 'French', 'Bengali', 'Punjabi']",Over a Month Ago,Within a week,,,,,,,Intermediate,Novice,Expert,Advanced,Advanced,,,,Intermediate,Novice,Novice,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,Dissatisfied,Satisfied,Neutral or Average,Satisfied,Satisfied
Gernot,gernot.kabus@arcor.de,25,Male,Remote Only,52.64529962088404,13.198609009756726,Germany,Berlin,"['Turkish', 'Mandarin Chinese']",Over a Month Ago,Within a month,Advanced,Intermediate,Novice,Novice,Novice,Expert,Advanced,Beginner,Intermediate,Advanced,Expert,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Expert,Novice,Beginner,Novice,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,Very Dissatisfied,Dissatisfied,Very Satisfied,Neutral or Average,Satisfied
Birgitta,birgitta.zahn@web.de,24,Diverse,Local or Remote,52.581630113751984,13.569934456710945,Germany,Berlin,['Romanian'],Within a Week,Within a week,,,,,,,Intermediate,Beginner,Beginner,Novice,Expert,,,,,,,,,,,,,,Intermediate,Novice,Intermediate,Advanced,Beginner,,,,,,Expert,Novice,Intermediate,Beginner,Beginner,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Satisfied,Neutral or Average,Neutral or Average,Neutral or Average,Satisfied
Rüşen,rüşen.freitas@gmail.com,25,Female,Remote Only,52.54984506502543,13.125280684869608,Germany,Berlin,"['Mandarin Chinese', 'Italian', 'English', 'French']",Within a Week,Within a week,,,,,,,Intermediate,Expert,Novice,Novice,Advanced,Intermediate,Beginner,Novice,Advanced,Beginner,Intermediate,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Dissatisfied,Neutral or Average,Dissatisfied,Neutral or Average,Neutral or Average
Akise,akise.rode@yahoo.com,28,Male,Local or Remote,52.551416771068894,13.368472184936408,Germany,Berlin,['Italian'],Within a Week,Within a week,,,,,,,Expert,Novice,Advanced,Novice,Advanced,Intermediate,Novice,Advanced,,,,,,,,,,,Novice,Intermediate,Novice,Beginner,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,7.0,8.0,Neutral or Average,Satisfied,Very Dissatisfied,Neutral or Average,Neutral or Average
Paweł,paweł.zaragoza@protonmail.com,25,Male,Local or Remote,52.46404718364138,13.544777621272866,Germany,Berlin,"['Polish', 'Punjabi', 'German', 'Spanish', 'Bengali']",Today,Within a week,,,,,,,,,,,,,,,,,,,,Beginner,Beginner,Expert,Expert,Intermediate,,,,,,,,,,,Novice,Advanced,Expert,Advanced,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,12.0,12.0,Satisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Very Satisfied
Claire,claire.vidoni@zoho.com,30,Male,Local Only,52.37359139674382,13.503908754043506,Germany,Berlin,"['Bengali', 'English']",Within a Week,Within 24 hours,Beginner,Expert,Expert,Novice,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Neutral or Average,Neutral or Average,Very Satisfied,Satisfied,Very Satisfied
Bruno,bruno.łudzik@web.de,22,Female,Local or Remote,52.393192111827936,13.469676415329792,Germany,Berlin,"['English', 'Portuguese', 'Russian', 'Punjabi']",Within a Week,Within a month,,,,,,,Intermediate,Expert,Novice,Novice,Novice,,,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Novice,Novice,Novice,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,Neutral or Average,Satisfied,Satisfied,Neutral or Average,Neutral or Average
Emma,emma.masse@gmail.com,26,Male,Remote Only,52.41548632037688,13.522003332809264,Germany,Berlin,"['Arabic', 'Russian', 'Polish']",Within a Week,Within a month,,,,,,,,,,,,,,,Novice,Beginner,Expert,Novice,Beginner,,,,,,,,,,,Novice,Intermediate,Beginner,Novice,Novice,Intermediate,Novice,Novice,Beginner,Novice,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,15.0,19.0,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied
Lynn,lynn.i̇hsanoğlu@arcor.de,26,Diverse,Local Only,52.670453982669656,13.735110598317188,Germany,Berlin,"['Polish', 'German', 'English', 'Russian']",Within a Week,Within 24 hours,Advanced,Expert,Novice,Expert,Novice,Intermediate,,,,,,,,,Intermediate,Intermediate,Novice,Intermediate,Beginner,,,,,,,,,,,Beginner,Beginner,Advanced,Beginner,Beginner,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Satisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied
Göken,göken.monteiro@outlook.com,25,Female,Local or Remote,52.5747311401465,13.703623101357062,Germany,Berlin,"['Japanese', 'Ukrainian']",Within a Week,More than a month,Novice,Novice,Novice,Novice,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,14.0,Neutral or Average,Neutral or Average,Neutral or Average,Neutral or Average,Very Satisfied
Miriam,miriam.cruz@protonmail.com,24,Female,Local or Remote,52.53020842508644,13.324641557163922,Germany,Berlin,"['German', 'Russian']",Today,Within a week,,,,,,,,,,,,Expert,Advanced,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,12.0,Neutral or Average,Dissatisfied,Satisfied,Very Satisfied,Very Dissatisfied
Bernard,bernard.tevetoğlu@web.de,26,Prefer not to say,Local or Remote,52.42016504886841,13.383925902499612,Germany,Berlin,"['Punjabi', 'Polish', 'Japanese', 'German', 'Italian']",Today,Within a week,,,,,,,Intermediate,Beginner,Advanced,Intermediate,Beginner,,,,,,,,,,,,,,Intermediate,Intermediate,Expert,Novice,Novice,,,,,,Novice,Novice,Beginner,Advanced,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,15.0,16.0,Neutral or Average,Very Dissatisfied,Dissatisfied,Neutral or Average,Satisfied
